id,user,created_at,text
1004508709429510144,SchmanthonyP,2018-06-06 23:41:53,@kylefowle I'm kinda staggered there was a copy of BLACK PANTHER just sitting on the shelf at all!
1004508562557689856,kylefowle,2018-06-06 23:41:18,"Anyways, this is the story of how I won't finally be watching 'Black Panther' tonight."
1004508546208358400,MontagPress,2018-06-06 23:41:14,"All the deets on the new Fahrenheit adaptation:

https://t.co/RxBCPweERA https://t.co/RxBCPweERA"
1004508486540124160,YIhougan,2018-06-06 23:41:00,@NemRaps You watched black panther die in Wakanda next to okoye more than 40 times? That’s sick.
1004508454931910656,johnwwells,2018-06-06 23:40:53,The Rebirth of “the Oner”: How Single-Take Shots Invaded Franchise Movies #film #movies #storytelling  https://t.co/iSp1tvEsBU
1004508418848231425,JLSwitzer33,2018-06-06 23:40:44,"Another fine afternoon of comic bookery accompanied by old anime tunes and synthpop. Most recent Golden Kamuy, more… https://t.co/OJq4eVz5cO"
1004508352028860417,battymamzelle,2018-06-06 23:40:28,I'm still looking to place a Black Panther piece if anyone wants to take it off my hands *begs*
1004508225104990208,J_pezzzz,2018-06-06 23:39:58,"@fernybruh Black panther soundtrack does go hard forsure, and coles also. I just don’t like the order they have eve… https://t.co/2QVa6girNL"
1004508156712636416,leahkinz715,2018-06-06 23:39:42,you know how almost all people who watched princess diaries as a kid were sad to learn that genovia wasn't a real c… https://t.co/y3ej3q8WiK
1004508146629410816,langdon14,2018-06-06 23:39:39,@noobde I know you're just being a smartass but Age Of Ultron is actually very good. One of the best MCU movies. Ma… https://t.co/03Yqs5FmU1
1004508055428653056,kylefowle,2018-06-06 23:39:17,So I was at the library today and had 'Black Panther' in my hands to take out. I'm browsing the other movies alongs… https://t.co/Pg23YQmWC9
1004508046926794752,BrianMC630,2018-06-06 23:39:15,"Black Panther: “You are in wakanda now! Thanos will have nothing but dust and blood!”

Thanos: Dust you say? https://t.co/JEf3dLEZvr"
1004507937090523136,LoriLynnM89,2018-06-06 23:38:49,"@nicktsimmons My dad streamed Black Panther and when he recommended it to me called it The Black Panther, it took a… https://t.co/NK4YGs5mAn"
