id,user,created_at,text,sentiment,score
1004511130000257024,_julianojrf,2018-06-06 23:51:30,Wakanda forever!!! 🙅🏾‍♂️ — assistindo Black Panther,Neutural,0.0
1004511081291702272,jessysavage,2018-06-06 23:51:19,Check out Lot Of 12 Vintage 1974-1976 Black Panther Marvel  Comic Books https://t.co/YlzpIvAS0b @eBay,Positive,0.13
1004511043899527168,DuckworthTDE,2018-06-06 23:51:10,Beyoncé and JAY Z used “X” from the Black Panther soundtrack for the intro to #OTRII! 🔥🔥 https://t.co/autoKkuBo1,Negative,-0.03
1004511013578813440,Blacktradelines,2018-06-06 23:51:03,"$13.00 CASH BACK for  ""Black Panther"" Movie if you Join Now!  Go To: https://t.co/LvAKTqu9zt @toosmart247… https://t.co/IdNZEAPGP5",Positive,0.2
1004510963758858240,jack_king_kirby,2018-06-06 23:50:51,BLACK PANTHER #1 CGC 9.8 WP Marvel Comics 1/77 Jack Kirby (Fantastic Four #52) https://t.co/S5OzGAi0Rr https://t.co/qKC1Qz0lQZ,Positive,0.94
1004510923468312576,eroboxs,2018-06-06 23:50:41,"@unpetitebelle Currently I saw..  - black panther  - Infinity war 🙌 - The Greatest Showman  - Wonder - Everything, Everything",Positive,0.52
1004510783105990657,beomshine,2018-06-06 23:50:08,The women in Black Panther https://t.co/Z5hMreH2m7,Neutural,0.0
1004510771643068416,katiathemick,2018-06-06 23:50:05,Black Panther needs to learn how to delegate probably (I love this movie so far btw I'm just being silly),Positive,0.28
1004510513915682816,Steve_Reaperz,2018-06-06 23:49:04,"@ScottGandhi Why do you believe it's the best? To me, it was a great movie for the first Thor movie I've seen; howe… https://t.co/GuxKnnNYxT",Positive,0.4
1004510182611804160,ARdubbs108,2018-06-06 23:47:45,@BorisEvilov @NastyJenni @OWS_ellie @artislifeisart @rjdomos @ziege19 @demonicalien666 @R6Rider @surfinbird161… https://t.co/HmkwCtuFHA,Neutural,0.0
1004510159534686208,JLSwitzer33,2018-06-06 23:47:39,Black Panther seemed to be losing some steam in the last arc to the point that the relaunch is a bit of a relief. B… https://t.co/H7R6Ur2mH0,Negative,-0.11
1004510140018634752,RobDawg367,2018-06-06 23:47:34,"I liked a @YouTube video https://t.co/Mj2xVYwxep Black Panther - This Is Wakanda (Childish Gambino ""This Is America"" Parody) Reaction",Positive,0.49
1004509999073243137,MOEtivation_91,2018-06-06 23:47:01,Yaw think #bet play Baby Boy or a @tylerperry movie alot??? Just wait until they start airing Black Panther lol...s… https://t.co/riEdOwp5x7,Positive,0.26
1004509985336786944,MyZombies,2018-06-06 23:46:58,I have almost seen Black Panther as my times as Killmonger has kill marks!,Negative,-0.31
1004509967951515650,TonyThaDon,2018-06-06 23:46:53,Who is supposed to police the police in a police state? The people right? That's fun cause the original Black Panth… https://t.co/iUySyv0Lhz,Positive,0.34
1004509832752312321,grlallfighty,2018-06-06 23:46:21,I think you call the number on the shirt and get to leave a voicemail? Sorry zayn for the message of me eating pizz… https://t.co/WOlrEYWO5d,Positive,0.14
1004509750405496833,bpdmarvel,2018-06-06 23:46:02,#Marvel Universe Black Panther Blu-ray Bluray Steelbook Digital Code Sold Out #eBay 🔗 https://t.co/yh51psLiqw https://t.co/4QVkgMPLZv,Neutural,0.0
1004509588765495296,AndalusianDoge,2018-06-06 23:45:23,Black Panther A Quiet Place Won't You Be My Neighbor?  Stay tuned in a few hours to find out if this list gets a li… https://t.co/LFBPFPVFhV,Positive,0.08
1004509468732854278,tmh2x,2018-06-06 23:44:54,Avengers was over Black Panther btw.,Neutural,0.0
1004509371139788804,PowerCarries,2018-06-06 23:44:31,@ScottGandhi @OpTic_Crimsix Black panther is heat and dr strange is definitely higher up there,Neutural,0.0
1004509349790797824,slytherejects,2018-06-06 23:44:26,Black Panther https://t.co/7HHMczaRrS,Neutural,0.0
1004509314072096768,_damnkennnn,2018-06-06 23:44:18,I’m hella late 😭 but I finally watched Black Panther.,Negative,-0.02
1004509194018541569,AfricanaFacts,2018-06-06 23:43:49,"On October15, 1966 the Black Panther Party was founded by Elbert Howard, Huey Newton, Sherwin Forte, Bobby Seale, R… https://t.co/dHk5xqMimL",Positive,0.69
1004509023352311808,chumpedkid,2018-06-06 23:43:08,"listen whoever got black panther from redbox before me and scratched it- what’s your address? i’m not mad, i just wanna talk.",Negative,-0.2
1004509014875664385,clipsonlinetv,2018-06-06 23:43:06,Marvel Now Holds the Top 3 Films on 2018's Box Office Charts - TheWrap https://t.co/UzUEaDWnP3 #Movies #Film,Positive,0.33
1004508999423873025,El9th,2018-06-06 23:43:02,"@ReignCoates damn shame, black panther was supposed to unite us all. Guess not",Negative,-0.53
1004508963008729088,17C_SCOUPS,2018-06-06 23:42:54,"@binnochio Hello Binnie! I wonder what avenger that you trying to immitates in the gif? Mine is, obviously the blac… https://t.co/pCuk65PlsQ",Positive,0.27
1004508914782793728,FaisonctArt,2018-06-06 23:42:42,I mean...duh? But also that means we missed out on an album during BHM and Black Panther. Like Jay really hates us blacks don’t he?,Negative,-0.55
